phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
7206002,http://cristosalvatv.com/UniversalGroupAlabamLLC%20/enews/Auth/,http://www.phishtank.com/phish_detail.php?phish_id=7206002,2021-06-30T14:07:21+00:00,yes,2021-06-30T14:15:17+00:00,yes,Other
7206001,http://cristosalvatv.com/UniversalGroupAlabamLLC%20/enews/Auth,http://www.phishtank.com/phish_detail.php?phish_id=7206001,2021-06-30T14:07:20+00:00,yes,2021-06-30T14:15:17+00:00,yes,Other
7206000,https://u.smbc-cara.ml/mobile/,http://www.phishtank.com/phish_detail.php?phish_id=7206000,2021-06-30T14:07:16+00:00,yes,2021-06-30T14:15:17+00:00,yes,Other
7205999,http://u.smbc-cara.ml/mobile,http://www.phishtank.com/phish_detail.php?phish_id=7205999,2021-06-30T14:07:15+00:00,yes,2021-06-30T14:15:17+00:00,yes,Other
7205997,https://olx.pl-paywallets.icu/getpay/792665290,http://www.phishtank.com/phish_detail.php?phish_id=7205997,2021-06-30T14:07:10+00:00,yes,2021-06-30T14:15:17+00:00,yes,Other
7205995,https://olx.pl-paywallets.icu/getpay/297787211,http://www.phishtank.com/phish_detail.php?phish_id=7205995,2021-06-30T14:07:08+00:00,yes,2021-06-30T14:15:17+00:00,yes,Other
7205994,http://vyc.com.pt/myoffice/index.php,http://www.phishtank.com/phish_detail.php?phish_id=7205994,2021-06-30T14:07:05+00:00,yes,2021-06-30T14:15:17+00:00,yes,Other
7205993,http://carteseffdckjs.ga/6c99e/,http://www.phishtank.com/phish_detail.php?phish_id=7205993,2021-06-30T14:07:02+00:00,yes,2021-06-30T14:15:17+00:00,yes,Other
7205992,http://carteseffdckjs.ga/6c99e,http://www.phishtank.com/phish_detail.php?phish_id=7205992,2021-06-30T14:07:01+00:00,yes,2021-06-30T14:15:17+00:00,yes,Other
7205990,http://carteseffdckjs.ga/a15e1,http://www.phishtank.com/phish_detail.php?phish_id=7205990,2021-06-30T14:06:57+00:00,yes,2021-06-30T14:14:09+00:00,yes,Other
7205991,http://carteseffdckjs.ga/a15e1/,http://www.phishtank.com/phish_detail.php?phish_id=7205991,2021-06-30T14:06:57+00:00,yes,2021-06-30T14:14:09+00:00,yes,Other
7205986,https://cartsqdsujsq.tk/26907,http://www.phishtank.com/phish_detail.php?phish_id=7205986,2021-06-30T14:06:50+00:00,yes,2021-06-30T14:14:09+00:00,yes,Other
7205984,https://postsfb-bjrc0kfq.novitium.ca/profile.html?countuser=ccddef483c5252dff0d0f2f8cc1c3aee,http://www.phishtank.com/phish_detail.php?phish_id=7205984,2021-06-30T14:06:39+00:00,yes,2021-06-30T14:14:09+00:00,yes,Other
7205983,http://jasonmaiolo.com/okay/cmd-login=3be10e86569b6c66d30afdb676067fd9/,http://www.phishtank.com/phish_detail.php?phish_id=7205983,2021-06-30T14:06:35+00:00,yes,2021-06-30T14:14:09+00:00,yes,Other
7205982,http://jasonmaiolo.com/okay/cmd-login=3be10e86569b6c66d30afdb676067fd9,http://www.phishtank.com/phish_detail.php?phish_id=7205982,2021-06-30T14:06:34+00:00,yes,2021-06-30T14:14:09+00:00,yes,Other
7205981,https://email.ionos.de.24sgh.de/Webmail%20Login%20_%20IONOS%20by%201&amp;1.html?ef99d1c17e72cd67f3543e0afe179ed06db6a846690e64ff6925cae217aade99-cb9e2c294db4fd16eb60894c300721dffec55c4c071af6344e10ec6c628cd353-6a5f999fe18f4c0da7cb81dc03a2f47184b4f0dab68483f89db1dceca092bbb2,http://www.phishtank.com/phish_detail.php?phish_id=7205981,2021-06-30T14:06:30+00:00,yes,2021-06-30T14:14:09+00:00,yes,Other
7205980,http://myseccheck.com/s1fbvg2dvx0qhdfh,http://www.phishtank.com/phish_detail.php?phish_id=7205980,2021-06-30T14:06:26+00:00,yes,2021-06-30T14:14:09+00:00,yes,Other
7205977,http://secure-digitally-fide-lity-userverification.ns01.info/login/,http://www.phishtank.com/phish_detail.php?phish_id=7205977,2021-06-30T14:06:17+00:00,yes,2021-06-30T14:14:09+00:00,yes,Other
7205976,http://myseccheck.com/1wu9fwvuz2l39hi0,http://www.phishtank.com/phish_detail.php?phish_id=7205976,2021-06-30T14:06:12+00:00,yes,2021-06-30T14:14:09+00:00,yes,Other
7205975,http://myseccheck.com/rgb750dcy1sm11ig,http://www.phishtank.com/phish_detail.php?phish_id=7205975,2021-06-30T14:06:08+00:00,yes,2021-06-30T14:14:09+00:00,yes,Other
7205974,http://myseccheck.com/45d6ewvos771poxx,http://www.phishtank.com/phish_detail.php?phish_id=7205974,2021-06-30T14:06:00+00:00,yes,2021-06-30T14:14:09+00:00,yes,Other
7205973,http://myseccheck.com/a4wbfge62gmk4l2d,http://www.phishtank.com/phish_detail.php?phish_id=7205973,2021-06-30T14:05:56+00:00,yes,2021-06-30T14:14:09+00:00,yes,Other
7205972,http://myseccheck.com/fj1j1vf6c2s3ra09,http://www.phishtank.com/phish_detail.php?phish_id=7205972,2021-06-30T14:05:52+00:00,yes,2021-06-30T14:13:00+00:00,yes,Other
7205971,https://rogers2member2centre9com.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=7205971,2021-06-30T14:05:49+00:00,yes,2021-06-30T14:13:00+00:00,yes,Other
