_id,url,type,level,meta
609542c9aeb5afd5ddfc8b6f,http://14.182.113.62/*,scam,high,{}
609542c9aeb5afd5ddfc8b70,http://www.2021-lmht.ml/*,scam,high,{}
609542c9aeb5afd5ddfc8b71,http://analaticsno.xtgem.com/*,scam,high,{}
609542c9aeb5afd5ddfc8b72,http://www.anovideo.xyz/*,scam,high,{}
609542c9aeb5afd5ddfc8b73,http://www.b29qc.win/*,scam,high,{}
609542c9aeb5afd5ddfc8b74,http://www.bamboairways.com.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8b75,http://www.bblink.com/8hPYIN,scam,high,{}
609542c9aeb5afd5ddfc8b76,http://card.dangkyvay-bank247.net/*,scam,high,{}
609542c9aeb5afd5ddfc8b77,http://www.chuyentienkieuhoi247.cf/*,scam,high,{}
609542c9aeb5afd5ddfc8b78,http://www.cr88333.com/*,scam,high,{}
609542c9aeb5afd5ddfc8b79,http://www.doicard.com.vn/*,scam,high,{}
609542c9aeb5afd5ddfc8b7a,http://www.garena-lienminh.ml/*,scam,high,{}
609542c9aeb5afd5ddfc8b7b,http://garena-xacminh-kenh001001674363467.ddns.net/*,scam,high,{}
609542c9aeb5afd5ddfc8b7c,http://garena-xacminh-kenh00110112354.ddns.net/*,scam,high,{}
609542c9aeb5afd5ddfc8b7e,http://gdn.hethongdienthoaiviet.com/*,scam,high,{}
609542c9aeb5afd5ddfc8b7f,http://gdn.khodidongchinhhang.com/*,scam,high,{}
609542c9aeb5afd5ddfc8b80,http://gdn.smartphonecaocap.com/*,scam,high,{}
609542c9aeb5afd5ddfc8b81,http://gdn.xakhogiovanga92.com/*,scam,high,{}
609542c9aeb5afd5ddfc8b82,http://www.giatocnhp.com/*,scam,high,{}
609542c9aeb5afd5ddfc8b83,http://hackrpgarena2.freevnn.com/*,scam,high,{}
609542c9aeb5afd5ddfc8b84,http://www.handofapseven.com/*,scam,high,{}
609542c9aeb5afd5ddfc8b85,http://www.hethongdienthoaiviet.com/*,scam,high,{}
609542c9aeb5afd5ddfc8b87,http://www.hotline-tongdai.biz/*,scam,high,{}
609542c9aeb5afd5ddfc8b88,http://www.imoney00.com/*,scam,high,{}
609542c9aeb5afd5ddfc8b89,http://jp.zaloapp.com.1861694.camwimpy.com/*,scam,high,{}
609542c9aeb5afd5ddfc8b8a,http://jp.zaloapp.com.900614.vezamart.com/*,scam,high,{}
609542c9aeb5afd5ddfc8b8b,http://jp.zaloapp.com.gdfamous.com/*,scam,high,{}
609542c9aeb5afd5ddfc8b8c,http://jp.zaloapp.com.mingshunsc.com/*,scam,high,{}
609542c9aeb5afd5ddfc8b8d,http://www.k9vn.com/*,scam,high,{}
609542c9aeb5afd5ddfc8b8e,http://www.kaio.pro/*,scam,high,{}
609542c9aeb5afd5ddfc8b8f,http://www.kaio.pw/*,scam,high,{}
609542c9aeb5afd5ddfc8b90,http://www.khodidongchinhhang.com/*,scam,high,{}
609542c9aeb5afd5ddfc8b91,http://www.khonapgame.com/*,scam,high,{}
609542c9aeb5afd5ddfc8b92,http://www.kichhoatkey.online/*,scam,high,{}
609542c9aeb5afd5ddfc8b93,http://www.kmnapthe.ga/*,scam,high,{}
